 # I XP T DE ATW ATP BT
    33    0.78750   62.33367 **********    0.00000    0.00000 **********
    34    0.81250   61.24078    0.00000    0.00000    0.00000    0.00000
    35    0.83750   60.11955 **********    0.00000    0.00000    0.00000
    36    0.86250   58.97052    0.00000    0.00000    0.00000    0.00000
    37    0.88750   57.79421 **********    0.00000    0.00000    0.00000
    38    0.91250   56.59117    0.00000    0.00000    0.00000    0.00000
    39    0.93750   55.36195 ********** **********    0.00000    0.00000
    40    0.96250   54.10713    0.00000    0.00000    0.00000    0.00000
    41    0.98750   52.82727 **********    0.00000    0.00000    0.00000
    42    1.00000   52.17814    0.00000    0.00000    0.00000    0.00000
     1    0.00000   74.88029    0.40000    0.00000    1.00000    0.00000
     2    0.01250   74.88029    0.20000    0.20000    0.30138    0.10755
     3    0.03750   74.83748    0.20000    0.10000    0.20138    0.10658
     4    0.06250   74.76101    0.20000    0.10000    0.20138    0.10648
     5    0.08750   74.65080    0.20000    0.10000    0.20138    0.10633
     6    0.11250   74.50682    0.20000    0.10000    0.20138    0.10614
     7    0.13750   74.32905    0.20000    0.10000    0.20138    0.10589
     8    0.16250   74.11750    0.20000    0.10000    0.20138    0.10559
     9    0.18750   73.87220    0.20000    0.10000    0.20138    0.10525
    10    0.21250   73.59322    0.20000    0.10000    0.20138    0.10486
    11    0.23750   73.28063    0.20000    0.10000    0.20138    0.10442
    12    0.26250   72.93453    0.20000    0.10000    0.20138    0.10393
    13    0.28750   72.55505    0.20000    0.10000    0.20138    0.10339
    14    0.31250   72.14231    0.20000    0.10000    0.20138    0.10280
    15    0.33750   71.69650    0.20000    0.10000    0.20138    0.10217
    16    0.36250   71.21777    0.20000    0.10000    0.20138    0.10149
    17    0.38750   70.70634    0.20000    0.10000    0.20138    0.10076
    18    0.41250   70.16242    0.20000    0.10000    0.20138    0.09999
    19    0.43750   69.58624    0.20000    0.10000    0.20138    0.09917
    20    0.46250   68.97807    0.20000    0.10000    0.20138    0.09830
    21    0.48750   68.33817    0.20000    0.10000    0.20138    0.09739
    22    0.51250   67.66683    0.20000    0.10000    0.20138    0.09644
    23    0.53750   66.96435    0.20000    0.10000    0.20138    0.09544
    24    0.56250   66.23106    0.20000    0.10000    0.20138    0.09439
    25    0.58750   65.46728    0.20000    0.10000    0.20138    0.09330
    26    0.61250   64.67339    0.20000    0.10000    0.20138    0.09217
    27    0.63750   63.84974    0.20000    0.10000    0.20138    0.09100
    28    0.66250   62.99672    0.20000    0.10000    0.20138    0.08978
    29    0.68750   62.11473    0.20000    0.10000    0.20138    0.08852
    30    0.71250   61.20421    0.20000    0.10000    0.20138    0.08722
    31    0.73750   60.26557    0.20000    0.10000    0.20138    0.08588
    32    0.76250   59.29927    0.20000    0.10000    0.20138    0.08450
    33    0.78750   58.30577    0.20000    0.10000    0.20138    0.08309
    34    0.81250   57.28555    0.20000    0.10000    0.20138    0.08163
    35    0.83750   56.23912    0.20000    0.10000    0.20138    0.08013
    36    0.86250   55.16697    0.20000    0.10000    0.20138    0.07860
    37    0.88750   54.06964    0.20000    0.10000    0.20138    0.07703
    38    0.91250   52.94767    0.20000    0.10000    0.20138    0.07543
    39    0.93750   51.80164    0.20000    0.10000    0.20138    0.07379
    40    0.96250   50.63211    0.20000    0.10000    0.20138    0.07212
    41    0.98750   49.43969    0.40000    0.10000    0.30138    0.07102
    42    1.00000   48.82932    0.00000    0.40000    0.40500    0.00000
     1    0.00000   69.95806    0.40000    0.00000    1.00000    0.00000
     2    0.01250   69.95806    0.20000    0.20000    0.30138    0.09899
     3    0.03750   69.93299    0.20000    0.10000    0.20138    0.09985
     4    0.06250   69.87395    0.20000    0.10000    0.20138    0.09973
     5    0.08750   69.78124    0.20000    0.10000    0.20138    0.09958
     6    0.11250   69.65515    0.20000    0.10000    0.20138    0.09938
     7    0.13750   69.49594    0.20000    0.10000    0.20138    0.09913
     8    0.16250   69.30386    0.20000    0.10000    0.20138    0.09884
     9    0.18750   69.07914    0.20000    0.10000    0.20138    0.09851
    10    0.21250   68.82199    0.20000    0.10000    0.20138    0.09814
    11    0.23750   68.53266    0.20000    0.10000    0.20138    0.09771
    12    0.26250   68.21136    0.20000    0.10000    0.20138    0.09725
    13    0.28750   67.85831    0.20000    0.10000    0.20138    0.09674
    14    0.31250   67.47374    0.20000    0.10000    0.20138    0.09619
    15    0.33750   67.05786    0.20000    0.10000    0.20138    0.09559
    16    0.36250   66.61093    0.20000    0.10000    0.20138    0.09495
    17    0.38750   66.13316    0.20000    0.10000    0.20138    0.09427
    18    0.41250   65.62481    0.20000    0.10000    0.20138    0.09354
    19    0.43750   65.08614    0.20000    0.10000    0.20138    0.09277
    20    0.46250   64.51741    0.20000    0.10000    0.20138    0.09196
    21    0.48750   63.91888    0.20000    0.10000    0.20138    0.09111
    22    0.51250   63.29084    0.20000    0.10000    0.20138    0.09021
    23    0.53750   62.63360    0.20000    0.10000    0.20138    0.08927
    24    0.56250   61.94745    0.20000    0.10000    0.20138    0.08829
    25    0.58750   61.23270    0.20000    0.10000    0.20138    0.08728
    26    0.61250   60.48967    0.20000    0.10000    0.20138    0.08622
    27    0.63750   59.71869    0.20000    0.10000    0.20138    0.08512
    28    0.66250   58.92012    0.20000    0.10000    0.20138    0.08399
    29    0.68750   58.09428    0.20000    0.10000    0.20138    0.08281
    30    0.71250   57.24155    0.20000    0.10000    0.20138    0.08160
    31    0.73750   56.36227    0.20000    0.10000    0.20138    0.08035
    32    0.76250   55.45682    0.20000    0.10000    0.20138    0.07906
    33    0.78750   54.52559    0.20000    0.10000    0.20138    0.07774
    34    0.81250   53.56893    0.20000    0.10000    0.20138    0.07638
    35    0.83750   52.58723    0.20000    0.10000    0.20138    0.07499
    36    0.86250   51.58089    0.20000    0.10000    0.20138    0.07357
    37    0.88750   50.55026    0.20000    0.10000    0.20138    0.07211
    38    0.91250   49.49574    0.20000    0.10000    0.20138    0.07062
    39    0.93750   48.41768    0.20000    0.10000    0.20138    0.06909
    40    0.96250   47.31644    0.20000    0.10000    0.20138    0.06754
    41    0.98750   46.19237    0.40000    0.10000    0.30138    0.06536
    42    1.00000   45.62209    0.00000    0.40000    0.40500    0.00000
     1    0.00000   65.45183    0.40000    0.00000    1.00000    0.00000
     2    0.01250   65.45183    0.20000    0.20000    0.30138    0.09398
     3    0.03750   65.41476    0.20000    0.10000    0.20138    0.09305
     4    0.06250   65.34935    0.20000    0.10000    0.20138    0.09300
     5    0.08750   65.25520    0.20000    0.10000    0.20138    0.09290
     6    0.11250   65.13203    0.20000    0.10000    0.20138    0.09275
     7    0.13750   64.97958    0.20000    0.10000    0.20138    0.09256
     8    0.16250   64.79774    0.20000    0.10000    0.20138    0.09232
     9    0.18750   64.58637    0.20000    0.10000    0.20138    0.09203
    10    0.21250   64.34548    0.20000    0.10000    0.20138    0.09170
    11    0.23750   64.07504    0.20000    0.10000    0.20138    0.09132
    12    0.26250   63.77510    0.20000    0.10000    0.20138    0.09090
    13    0.28750   63.44572    0.20000    0.10000    0.20138    0.09043
    14    0.31250   63.08702    0.20000    0.10000    0.20138    0.08993
    15    0.33750   62.69912    0.20000    0.10000    0.20138    0.08938
    16    0.36250   62.28217    0.20000    0.10000    0.20138    0.08878
    17    0.38750   61.83635    0.20000    0.10000    0.20138    0.08815
    18    0.41250   61.36185    0.20000    0.10000    0.20138    0.08748
    19    0.43750   60.85889    0.20000    0.10000    0.20138    0.08676
    20    0.46250   60.32768    0.20000    0.10000    0.20138    0.08600
    21    0.48750   59.76849    0.20000    0.10000    0.20138    0.08520
    22    0.51250   59.18158    0.20000    0.10000    0.20138    0.08437
    23    0.53750   58.56719    0.20000    0.10000    0.20138    0.08349
    24    0.56250   57.92564    0.20000    0.10000    0.20138    0.08258
    25    0.58750   57.25721    0.20000    0.10000    0.20138    0.08162
    26    0.61250   56.56224    0.20000    0.10000    0.20138    0.08063
    27    0.63750   55.84105    0.20000    0.10000    0.20138    0.07960
    28    0.66250   55.09398    0.20000    0.10000    0.20138    0.07853
    29    0.68750   54.32140    0.20000    0.10000    0.20138    0.07743
    30    0.71250   53.52370    0.20000    0.10000    0.20138    0.07629
    31    0.73750   52.70126    0.20000    0.10000    0.20138    0.07512
    32    0.76250   51.85450    0.20000    0.10000    0.20138    0.07390
    33    0.78750   50.98384    0.20000    0.10000    0.20138    0.07266
    34    0.81250   50.08977    0.20000    0.10000    0.20138    0.07138
    35    0.83750   49.17275    0.20000    0.10000    0.20138    0.07006
    36    0.86250   48.23330    0.20000    0.10000    0.20138    0.06871
    37    0.88750   47.27195    0.20000    0.10000    0.20138    0.06733
    38    0.91250   46.28928    0.20000    0.10000    0.20138    0.06591
    39    0.93750   45.28594    0.20000    0.10000    0.20138    0.06446
    40    0.96250   44.26258    0.20000    0.10000    0.20138    0.06297
    41    0.98750   43.21993    0.40000    0.10000    0.30138    0.06206
    42    1.00000   42.68635    0.00000    0.40000    0.40500    0.00000
     1    0.00000   61.17644    0.40000    0.00000    1.00000    0.00000
     2    0.01250   61.17644    0.20000    0.20000    0.30138    0.08656
     3    0.03750   61.15456    0.20000    0.10000    0.20138    0.08738
     4    0.06250   61.10225    0.20000    0.10000    0.20138    0.08725
     5    0.08750   61.02011    0.20000    0.10000    0.20138    0.08709
     6    0.11250   60.90860    0.20000    0.10000    0.20138    0.08690
     7    0.13750   60.76810    0.20000    0.10000    0.20138    0.08668
     8    0.16250   60.59893    0.20000    0.10000    0.20138    0.08641
     9    0.18750   60.40138    0.20000    0.10000    0.20138    0.08612
    10    0.21250   60.17563    0.20000    0.10000    0.20138    0.08579
    11    0.23750   59.92193    0.20000    0.10000    0.20138    0.08542
    12    0.26250   59.64046    0.20000    0.10000    0.20138    0.08501
    13    0.28750   59.33140    0.20000    0.10000    0.20138    0.08457
    14    0.31250   58.99493    0.20000    0.10000    0.20138    0.08409
    15    0.33750   58.63121    0.20000    0.10000    0.20138    0.08357
    16    0.36250   58.24045    0.20000    0.10000    0.20138    0.08301
    17    0.38750   57.82281    0.20000    0.10000    0.20138    0.08241
    18    0.41250   57.37851    0.20000    0.10000    0.20138    0.08178
    19    0.43750   56.90773    0.20000    0.10000    0.20138    0.08111
    20    0.46250   56.41071    0.20000    0.10000    0.20138    0.08040
    21    0.48750   55.88764    0.20000    0.10000    0.20138    0.07966
    22    0.51250   55.33878    0.20000    0.10000    0.20138    0.07887
    23    0.53750   54.76440    0.20000    0.10000    0.20138    0.07806
    24    0.56250   54.16473    0.20000    0.10000    0.20138    0.07720
    25    0.58750   53.54008    0.20000    0.10000    0.20138    0.07631
    26    0.61250   52.89070    0.20000    0.10000    0.20138    0.07539
    27    0.63750   52.21691    0.20000    0.10000    0.20138    0.07443
    28    0.66250   51.51901    0.20000    0.10000    0.20138    0.07343
    29    0.68750   50.79733    0.20000    0.10000    0.20138    0.07241
    30    0.71250   50.05216    0.20000    0.10000    0.20138    0.07134
    31    0.73750   49.28386    0.20000    0.10000    0.20138    0.07025
    32    0.76250   48.49274    0.20000    0.10000    0.20138    0.06913
    33    0.78750   47.67915    0.20000    0.10000    0.20138    0.06797
    34    0.81250   46.84340    0.20000    0.10000    0.20138    0.06679
    35    0.83750   45.98583    0.20000    0.10000    0.20138    0.06557
    36    0.86250   45.10674    0.20000    0.10000    0.20138    0.06433
    37    0.88750   44.20642    0.20000    0.10000    0.20138    0.06306
    38    0.91250   43.28515    0.20000    0.10000    0.20138    0.06177
    39    0.93750   42.34312    0.20000    0.10000    0.20138    0.06045
    40    0.96250   41.38052    0.20000    0.10000    0.20138    0.05912
    41    0.98750   40.39746    0.40000    0.10000    0.30138    0.05716
    42    1.00000   39.89873    0.00000    0.40000    0.40500    0.00000
     1    0.00000   57.22757    0.40000    0.00000    1.00000    0.00000
     2    0.01250   57.22757    0.20000    0.20000    0.30138    0.08218
     3    0.03750   57.19500    0.20000    0.10000    0.20138    0.08130
     4    0.06250   57.13825    0.20000    0.10000    0.20138    0.08129
     5    0.08750   57.05665    0.20000    0.10000    0.20138    0.08122
     6    0.11250   56.94978    0.20000    0.10000    0.20138    0.08110
     7    0.13750   56.81729    0.20000    0.10000    0.20138    0.08094
     8    0.16250   56.65899    0.20000    0.10000    0.20138    0.08074
     9    0.18750   56.47474    0.20000    0.10000    0.20138    0.08048
    10    0.21250   56.26453    0.20000    0.10000    0.20138    0.08020
    11    0.23750   56.02834    0.20000    0.10000    0.20138    0.07987
    12    0.26250   55.76622    0.20000    0.10000    0.20138    0.07949
    13    0.28750   55.47826    0.20000    0.10000    0.20138    0.07909
    14    0.31250   55.16457    0.20000    0.10000    0.20138    0.07864
    15    0.33750   54.82530    0.20000    0.10000    0.20138    0.07816
    16    0.36250   54.46059    0.20000    0.10000    0.20138    0.07763
    17    0.38750   54.07063    0.20000    0.10000    0.20138    0.07708
    18    0.41250   53.65559    0.20000    0.10000    0.20138    0.07649
    19    0.43750   53.21568    0.20000    0.10000    0.20138    0.07586
    20    0.46250   52.75109    0.20000    0.10000    0.20138    0.07520
    21    0.48750   52.26207    0.20000    0.10000    0.20138    0.07450
    22    0.51250   51.74886    0.20000    0.10000    0.20138    0.07377
    23    0.53750   51.21165    0.20000    0.10000    0.20138    0.07300
    24    0.56250   50.65073    0.20000    0.10000    0.20138    0.07220
    25    0.58750   50.06634    0.20000    0.10000    0.20138    0.07137
    26    0.61250   49.45876    0.20000    0.10000    0.20138    0.07050
    27    0.63750   48.82826    0.20000    0.10000    0.20138    0.06960
    28    0.66250   48.17513    0.20000    0.10000    0.20138    0.06867
    29    0.68750   47.49968    0.20000    0.10000    0.20138    0.06771
    30    0.71250   46.80222    0.20000    0.10000    0.20138    0.06672
    31    0.73750   46.08309    0.20000    0.10000    0.20138    0.06569
    32    0.76250   45.34263    0.20000    0.10000    0.20138    0.06463
    33    0.78750   44.58120    0.20000    0.10000    0.20138    0.06354
    34    0.81250   43.79919    0.20000    0.10000    0.20138    0.06242
    35    0.83750   42.99703    0.20000    0.10000    0.20138    0.06127
    36    0.86250   42.17516    0.20000    0.10000    0.20138    0.06009
    37    0.88750   41.33409    0.20000    0.10000    0.20138    0.05887
    38    0.91250   40.47437    0.20000    0.10000    0.20138    0.05762
    39    0.93750   39.59663    0.20000    0.10000    0.20138    0.05634
    40    0.96250   38.70159    0.20000    0.10000    0.20138    0.05502
    41    0.98750   37.79005    0.40000    0.10000    0.30138    0.05427
    42    1.00000   37.32351    0.00000    0.40000    0.40500    0.00000
     1    0.00000   53.49411    0.40000    0.00000    1.00000    0.00000
     2    0.01250   53.49411    0.20000    0.20000    0.30138    0.07567
     3    0.03750   53.47520    0.20000    0.10000    0.20138    0.07646
     4    0.06250   53.42917    0.20000    0.10000    0.20138    0.07632
     5    0.08750   53.35682    0.20000    0.10000    0.20138    0.07616
     6    0.11250   53.25874    0.20000    0.10000    0.20138    0.07598
     7    0.13750   53.13536    0.20000    0.10000    0.20138    0.07578
     8    0.16250   52.98703    0.20000    0.10000    0.20138    0.07555
     9    0.18750   52.81399    0.20000    0.10000    0.20138    0.07529
    10    0.21250   52.61644    0.20000    0.10000    0.20138    0.07500
    11    0.23750   52.39455    0.20000    0.10000    0.20138    0.07468
    12    0.26250   52.14848    0.20000    0.10000    0.20138    0.07433
    13    0.28750   51.87836    0.20000    0.10000    0.20138    0.07394
    14    0.31250   51.58432    0.20000    0.10000    0.20138    0.07352
    15    0.33750   51.26648    0.20000    0.10000    0.20138    0.07307
    16    0.36250   50.92502    0.20000    0.10000    0.20138    0.07259
    17    0.38750   50.56004    0.20000    0.10000    0.20138    0.07206
    18    0.41250   50.17171    0.20000    0.10000    0.20138    0.07151
    19    0.43750   49.76022    0.20000    0.10000    0.20138    0.07093
    20    0.46250   49.32574    0.20000    0.10000    0.20138    0.07031
    21    0.48750   48.86846    0.20000    0.10000    0.20138    0.06966
    22    0.51250   48.38857    0.20000    0.10000    0.20138    0.06897
    23    0.53750   47.88633    0.20000    0.10000    0.20138    0.06826
    24    0.56250   47.36195    0.20000    0.10000    0.20138    0.06751
    25    0.58750   46.81568    0.20000    0.10000    0.20138    0.06673
    26    0.61250   46.24777    0.20000    0.10000    0.20138    0.06592
    27    0.63750   45.65850    0.20000    0.10000    0.20138    0.06508
    28    0.66250   45.04813    0.20000    0.10000    0.20138    0.06421
    29    0.68750   44.41697    0.20000    0.10000    0.20138    0.06331
    30    0.71250   43.76530    0.20000    0.10000    0.20138    0.06238
    31    0.73750   43.09341    0.20000    0.10000    0.20138    0.06142
    32    0.76250   42.40163    0.20000    0.10000    0.20138    0.06044
    33    0.78750   41.69027    0.20000    0.10000    0.20138    0.05943
    34    0.81250   40.95960    0.20000    0.10000    0.20138    0.05839
    35    0.83750   40.20992    0.20000    0.10000    0.20138    0.05733
    36    0.86250   39.44152    0.20000    0.10000    0.20138    0.05625
    37    0.88750   38.65461    0.20000    0.10000    0.20138    0.05514
    38    0.91250   37.84941    0.20000    0.10000    0.20138    0.05402
    39    0.93750   37.02602    0.20000    0.10000    0.20138    0.05288
    40    0.96250   36.18447    0.20000    0.10000    0.20138    0.05173
    41    0.98750   35.32471    0.40000    0.10000    0.30138    0.04996
    42    1.00000   34.88860    0.00000    0.40000    0.40500    0.00000
     1    0.00000   50.03880    0.40000    0.00000    1.00000    0.00000
     2    0.01250   50.03880    0.20000    0.20000    0.30138    0.07189
     3    0.03750   50.01007    0.20000    0.10000    0.20138    0.07104
     4    0.06250   49.96067    0.20000    0.10000    0.20138    0.07106
     5    0.08750   49.88975    0.20000    0.10000    0.20138    0.07101
     6    0.11250   49.79675    0.20000    0.10000    0.20138    0.07092
     7    0.13750   49.68129    0.20000    0.10000    0.20138    0.07079
     8    0.16250   49.54317    0.20000    0.10000    0.20138    0.07061
     9    0.18750   49.38224    0.20000    0.10000    0.20138    0.07039
    10    0.21250   49.19851    0.20000    0.10000    0.20138    0.07013
    11    0.23750   48.99198    0.20000    0.10000    0.20138    0.06984
    12    0.26250   48.76270    0.20000    0.10000    0.20138    0.06952
    13    0.28750   48.51079    0.20000    0.10000    0.20138    0.06916
    14    0.31250   48.23635    0.20000    0.10000    0.20138    0.06876
    15    0.33750   47.93953    0.20000    0.10000    0.20138    0.06834
    16    0.36250   47.62046    0.20000    0.10000    0.20138    0.06788
    17    0.38750   47.27934    0.20000    0.10000    0.20138    0.06740
    18    0.41250   46.91631    0.20000    0.10000    0.20138    0.06688
    19    0.43750   46.53155    0.20000    0.10000    0.20138    0.06633
    20    0.46250   46.12524    0.20000    0.10000    0.20138    0.06575
    21    0.48750   45.69761    0.20000    0.10000    0.20138    0.06514
    22    0.51250   45.24886    0.20000    0.10000    0.20138    0.06450
    23    0.53750   44.77914    0.20000    0.10000    0.20138    0.06383
    24    0.56250   44.28873    0.20000    0.10000    0.20138    0.06313
    25    0.58750   43.77782    0.20000    0.10000    0.20138    0.06240
    26    0.61250   43.24665    0.20000    0.10000    0.20138    0.06165
    27    0.63750   42.69545    0.20000    0.10000    0.20138    0.06086
    28    0.66250   42.12449    0.20000    0.10000    0.20138    0.06005
    29    0.68750   41.53399    0.20000    0.10000    0.20138    0.05921
    30    0.71250   40.92426    0.20000    0.10000    0.20138    0.05834
    31    0.73750   40.29554    0.20000    0.10000    0.20138    0.05744
    32    0.76250   39.64814    0.20000    0.10000    0.20138    0.05652
    33    0.78750   38.98235    0.20000    0.10000    0.20138    0.05557
    34    0.81250   38.29852    0.20000    0.10000    0.20138    0.05459
    35    0.83750   37.59700    0.20000    0.10000    0.20138    0.05358
    36    0.86250   36.87816    0.20000    0.10000    0.20138    0.05255
    37    0.88750   36.14248    0.20000    0.10000    0.20138    0.05148
    38    0.91250   35.39045    0.20000    0.10000    0.20138    0.05038
    39    0.93750   34.62269    0.20000    0.10000    0.20138    0.04925
    40    0.96250   33.83994    0.20000    0.10000    0.20138    0.04808
    41    0.98750   33.04308    0.40000    0.10000    0.30138    0.04747
    42    1.00000   32.63514    0.00000    0.40000    0.40500    0.00000
     1    0.00000   46.77587    0.40000    0.00000    1.00000    0.00000
     2    0.01250   46.77587    0.20000    0.20000    0.30138    0.06614
     3    0.03750   46.75960    0.20000    0.10000    0.20138    0.06690
     4    0.06250   46.71918    0.20000    0.10000    0.20138    0.06675
     5    0.08750   46.65557    0.20000    0.10000    0.20138    0.06660
     6    0.11250   46.56945    0.20000    0.10000    0.20138    0.06643
     7    0.13750   46.46127    0.20000    0.10000    0.20138    0.06625
     8    0.16250   46.33135    0.20000    0.10000    0.20138    0.06605
     9    0.18750   46.17994    0.20000    0.10000    0.20138    0.06582
    10    0.21250   46.00717    0.20000    0.10000    0.20138    0.06557
    11    0.23750   45.81319    0.20000    0.10000    0.20138    0.06529
    12    0.26250   45.59812    0.20000    0.10000    0.20138    0.06499
    13    0.28750   45.36205    0.20000    0.10000    0.20138    0.06465
    14    0.31250   45.10507    0.20000    0.10000    0.20138    0.06429
    15    0.33750   44.82729    0.20000    0.10000    0.20138    0.06389
    16    0.36250   44.52884    0.20000    0.10000    0.20138    0.06347
    17    0.38750   44.20980    0.20000    0.10000    0.20138    0.06302
    18    0.41250   43.87034    0.20000    0.10000    0.20138    0.06253
    19    0.43750   43.51060    0.20000    0.10000    0.20138    0.06202
    20    0.46250   43.13074    0.20000    0.10000    0.20138    0.06148
    21    0.48750   42.73092    0.20000    0.10000    0.20138    0.06091
    22    0.51250   42.31130    0.20000    0.10000    0.20138    0.06031
    23    0.53750   41.87212    0.20000    0.10000    0.20138    0.05969
    24    0.56250   41.41356    0.20000    0.10000    0.20138    0.05903
    25    0.58750   40.93585    0.20000    0.10000    0.20138    0.05835
    26    0.61250   40.43919    0.20000    0.10000    0.20138    0.05764
    27    0.63750   39.92384    0.20000    0.10000    0.20138    0.05691
    28    0.66250   39.39004    0.20000    0.10000    0.20138    0.05614
    29    0.68750   38.83806    0.20000    0.10000    0.20138    0.05536
    30    0.71250   38.26814    0.20000    0.10000    0.20138    0.05454
    31    0.73750   37.68056    0.20000    0.10000    0.20138    0.05370
    32    0.76250   37.07561    0.20000    0.10000    0.20138    0.05284
    33    0.78750   36.45357    0.20000    0.10000    0.20138    0.05196
    34    0.81250   35.81470    0.20000    0.10000    0.20138    0.05105
    35    0.83750   35.15925    0.20000    0.10000    0.20138    0.05012
    36    0.86250   34.48751    0.20000    0.10000    0.20138    0.04918
    37    0.88750   33.79964    0.20000    0.10000    0.20138    0.04821
    38    0.91250   33.09580    0.20000    0.10000    0.20138    0.04724
    39    0.93750   32.37605    0.20000    0.10000    0.20138    0.04625
    40    0.96250   31.64031    0.20000    0.10000    0.20138    0.04526
    41    0.98750   30.88834    0.40000    0.10000    0.30138    0.04367
    42    1.00000   30.50700    0.00000    0.40000    0.40500    0.00000
     1    0.00000   43.75353    0.40000    0.00000    1.00000    0.00000
     2    0.01250   43.75353    0.20000    0.20000    0.30138    0.06288
     3    0.03750   43.72812    0.20000    0.10000    0.20138    0.06207
     4    0.06250   43.68505    0.20000    0.10000    0.20138    0.06211
     5    0.08750   43.62333    0.20000    0.10000    0.20138    0.06209
     6    0.11250   43.54231    0.20000    0.10000    0.20138    0.06202
     7    0.13750   43.44159    0.20000    0.10000    0.20138    0.06190
     8    0.16250   43.32097    0.20000    0.10000    0.20138    0.06175
     9    0.18750   43.18034    0.20000    0.10000    0.20138    0.06155
    10    0.21250   43.01968    0.20000    0.10000    0.20138    0.06133
    11    0.23750   42.83905    0.20000    0.10000    0.20138    0.06108
    12    0.26250   42.63849    0.20000    0.10000    0.20138    0.06079
    13    0.28750   42.41811    0.20000    0.10000    0.20138    0.06047
    14    0.31250   42.17803    0.20000    0.10000    0.20138    0.06013
    15    0.33750   41.91840    0.20000    0.10000    0.20138    0.05976
    16    0.36250   41.63931    0.20000    0.10000    0.20138    0.05935
    17    0.38750   41.34096    0.20000    0.10000    0.20138    0.05893
    18    0.41250   41.02347    0.20000    0.10000    0.20138    0.05848
    19    0.43750   40.68699    0.20000    0.10000    0.20138    0.05800
    20    0.46250   40.33169    0.20000    0.10000    0.20138    0.05749
    21    0.48750   39.95776    0.20000    0.10000    0.20138    0.05695
    22    0.51250   39.56538    0.20000    0.10000    0.20138    0.05640
    23    0.53750   39.15468    0.20000    0.10000    0.20138    0.05581
    24    0.56250   38.72589    0.20000    0.10000    0.20138    0.05520
    25    0.58750   38.27919    0.20000    0.10000    0.20138    0.05456
    26    0.61250   37.81479    0.20000    0.10000    0.20138    0.05390
    27    0.63750   37.33289    0.20000    0.10000    0.20138    0.05322
    28    0.66250   36.83371    0.20000    0.10000    0.20138    0.05251
    29    0.68750   36.31745    0.20000    0.10000    0.20138    0.05177
    30    0.71250   35.78437    0.20000    0.10000    0.20138    0.05101
    31    0.73750   35.23470    0.20000    0.10000    0.20138    0.05023
    32    0.76250   34.66867    0.20000    0.10000    0.20138    0.04942
    33    0.78750   34.08653    0.20000    0.10000    0.20138    0.04859
    34    0.81250   33.48858    0.20000    0.10000    0.20138    0.04774
    35    0.83750   32.87512    0.20000    0.10000    0.20138    0.04686
    36    0.86250   32.24646    0.20000    0.10000    0.20138    0.04595
    37    0.88750   31.60301    0.20000    0.10000    0.20138    0.04502
    38    0.91250   30.94524    0.20000    0.10000    0.20138    0.04405
    39    0.93750   30.27373    0.20000    0.10000    0.20138    0.04305
    40    0.96250   29.58921    0.20000    0.10000    0.20138    0.04201
    41    0.98750   28.89263    0.40000    0.10000    0.30138    0.04153
    42    1.00000   28.53593    0.00000    0.40000    0.40500    0.00000
     1    0.00000   40.90110    0.40000    0.00000    1.00000    0.00000
     2    0.01250   40.90110    0.20000    0.20000    0.30138    0.05780
     3    0.03750   40.88717    0.20000    0.10000    0.20138    0.05854
     4    0.06250   40.85173    0.20000    0.10000    0.20138    0.05838
